koma_id,kanji,page,koma,width,height,page_type,koma_path
10-026-4,10,26,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-026-4-pad-shaved.jpg
10-026-5,10,26,5,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-026-5-pad-shaved.jpg
10-026-6,10,26,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-026-6-pad-shaved.jpg
10-026-7,10,26,7,651,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-026-7-pad-shaved.jpg
10-026-8,10,26,8,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-026-8-pad-shaved.jpg
10-027-1,10,27,1,654,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-027-1.jpg
10-027-2,10,27,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-027-2.jpg
10-027-3,10,27,3,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-027-3.jpg
10-027-4,10,27,4,655,498,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-027-4.jpg
10-027-5,10,27,5,650,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-027-5.jpg
10-027-6,10,27,6,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-027-6.jpg
10-027-7,10,27,7,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-027-7.jpg
10-027-8,10,27,8,650,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-027-8.jpg
10-028-1,10,28,1,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-028-1-pad-shaved.jpg
10-028-2,10,28,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-028-2-pad-shaved.jpg
10-028-3,10,28,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-028-3-pad-shaved.jpg
10-028-4,10,28,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-028-4-pad-shaved.jpg
10-028-5,10,28,5,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-028-5-pad-shaved.jpg
10-028-6,10,28,6,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-028-6-pad-shaved.jpg
10-028-7,10,28,7,650,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-028-7-pad-shaved.jpg
10-028-8,10,28,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-028-8-pad-shaved.jpg
10-029-1,10,29,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-029-1.jpg
10-029-2,10,29,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-029-2.jpg
10-029-3,10,29,3,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-029-3.jpg
10-029-4,10,29,4,654,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-029-4.jpg
10-029-5,10,29,5,650,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-029-5.jpg
10-029-6,10,29,6,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-029-6.jpg
10-029-7,10,29,7,650,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-029-7.jpg
10-029-8,10,29,8,650,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-029-8.jpg
10-030-1,10,30,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-030-1.jpg
10-030-2,10,30,2,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-030-2.jpg
10-030-3,10,30,3,655,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-030-3.jpg
10-030-4,10,30,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-030-4.jpg
10-030-5,10,30,5,650,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-030-5.jpg
10-030-6,10,30,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-030-6.jpg
10-030-7,10,30,7,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-030-7.jpg
10-030-8,10,30,8,650,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-030-8.jpg
10-033-1,10,33,1,732,556,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-033-1-pad-shaved.jpg
10-033-2,10,33,2,732,556,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-033-2-pad-shaved.jpg
10-033-3,10,33,3,686,530,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-033-3-pad-shaved.jpg
10-033-4,10,33,4,655,500,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-033-4-pad-shaved.jpg
10-033-5,10,33,5,727,555,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-033-5-pad-shaved.jpg
10-033-6,10,33,6,728,556,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-033-6-pad-shaved.jpg
10-033-7,10,33,7,643,525,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-033-7-pad-shaved.jpg
10-033-8,10,33,8,651,500,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-033-8-pad-shaved.jpg
10-034-1,10,34,1,655,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-034-1.jpg
10-034-2,10,34,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-034-2.jpg
10-034-3,10,34,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-034-3.jpg
10-034-4,10,34,4,701,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-034-4.jpg
10-034-5,10,34,5,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-034-5.jpg
10-034-6,10,34,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-034-6.jpg
10-034-7,10,34,7,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-034-7.jpg
10-034-8,10,34,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-034-8.jpg
10-035-1,10,35,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-035-1.jpg
10-035-2,10,35,2,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-035-2.jpg
10-035-3,10,35,3,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-035-3.jpg
10-035-4,10,35,4,656,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-035-4.jpg
10-035-5,10,35,5,650,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-035-5.jpg
10-035-6,10,35,6,652,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-035-6.jpg
10-035-7,10,35,7,652,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-035-7.jpg
10-035-8,10,35,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-035-8.jpg
10-036-1,10,36,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-036-1.jpg
10-036-2,10,36,2,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-036-2.jpg
10-036-3,10,36,3,655,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-036-3.jpg
10-036-4,10,36,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-036-4.jpg
10-036-5,10,36,5,651,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-036-5.jpg
10-036-6,10,36,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-036-6.jpg
10-036-7,10,36,7,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-036-7.jpg
10-036-8,10,36,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-036-8.jpg
10-037-1,10,37,1,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-037-1.jpg
10-037-2,10,37,2,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-037-2.jpg
10-037-3,10,37,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-037-3.jpg
10-037-4,10,37,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-037-4.jpg
10-037-5,10,37,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-037-5.jpg
10-037-6,10,37,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-037-6.jpg
10-037-7,10,37,7,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-037-7.jpg
10-037-8,10,37,8,651,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-037-8.jpg
10-038-1,10,38,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-038-1.jpg
10-038-2,10,38,2,655,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-038-2.jpg
10-038-3,10,38,3,655,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-038-3.jpg
10-038-4,10,38,4,654,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-038-4.jpg
10-038-5,10,38,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-038-5.jpg
10-038-6,10,38,6,650,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-038-6.jpg
10-038-7,10,38,7,650,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-038-7.jpg
10-038-8,10,38,8,650,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-038-8.jpg
10-039-1,10,39,1,695,522,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-039-1-pad-shaved.jpg
10-039-2,10,39,2,691,529,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-039-2-pad-shaved.jpg
10-039-3,10,39,3,655,503,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-039-3-pad-shaved.jpg
10-039-4,10,39,4,655,499,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-039-4-pad-shaved.jpg
10-039-5,10,39,5,683,522,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-039-5-pad-shaved.jpg
10-039-6,10,39,6,684,531,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-039-6-pad-shaved.jpg
10-039-7,10,39,7,651,502,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-039-7-pad-shaved.jpg
10-039-8,10,39,8,651,499,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-039-8-pad-shaved.jpg
10-040-1,10,40,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-040-1-pad-shaved.jpg
10-040-2,10,40,2,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-040-2-pad-shaved.jpg
10-040-3,10,40,3,655,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-040-3-pad-shaved.jpg
10-040-4,10,40,4,654,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-040-4-pad-shaved.jpg
10-040-5,10,40,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-040-5-pad-shaved.jpg
10-040-6,10,40,6,650,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-040-6-pad-shaved.jpg
10-040-7,10,40,7,650,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-040-7-pad-shaved.jpg
10-040-8,10,40,8,648,497,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-040-8-pad-shaved.jpg
10-041-1,10,41,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-041-1.jpg
10-041-2,10,41,2,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-041-2.jpg
10-041-3,10,41,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-041-3.jpg
10-041-4,10,41,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-041-4.jpg
10-041-5,10,41,5,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-041-5.jpg
10-041-6,10,41,6,653,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-041-6.jpg
10-041-7,10,41,7,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-041-7.jpg
10-041-8,10,41,8,651,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-041-8.jpg
10-042-1,10,42,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-042-1-pad-shaved.jpg
10-042-2,10,42,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-042-2-pad-shaved.jpg
10-042-3,10,42,3,656,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-042-3-pad-shaved.jpg
10-042-4,10,42,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-042-4-pad-shaved.jpg
10-042-5,10,42,5,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-042-5-pad-shaved.jpg
10-042-6,10,42,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-042-6-pad-shaved.jpg
10-042-7,10,42,7,651,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-042-7-pad-shaved.jpg
10-042-8,10,42,8,652,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-042-8-pad-shaved.jpg
10-043-1,10,43,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-043-1.jpg
10-043-2,10,43,2,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-043-2.jpg
10-043-3,10,43,3,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-043-3.jpg
10-043-4,10,43,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-043-4.jpg
10-043-5,10,43,5,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-043-5.jpg
10-043-6,10,43,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-043-6.jpg
10-043-7,10,43,7,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-043-7.jpg
10-043-8,10,43,8,651,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-043-8.jpg
10-045-1,10,45,1,701,528,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-045-1-pad-shaved.jpg
10-045-2,10,45,2,702,526,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-045-2-pad-shaved.jpg
10-045-3,10,45,3,655,503,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-045-3-pad-shaved.jpg
10-045-4,10,45,4,654,499,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-045-4-pad-shaved.jpg
10-045-5,10,45,5,727,555,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-045-5-pad-shaved.jpg
10-045-6,10,45,6,677,525,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-045-6-pad-shaved.jpg
10-045-7,10,45,7,651,501,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-045-7-pad-shaved.jpg
10-045-8,10,45,8,648,496,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-045-8-pad-shaved.jpg
10-046-1,10,46,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-046-1.jpg
10-046-2,10,46,2,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-046-2.jpg
10-046-3,10,46,3,654,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-046-3.jpg
10-046-4,10,46,4,654,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-046-4.jpg
10-046-5,10,46,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-046-5.jpg
10-046-6,10,46,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-046-6.jpg
10-046-7,10,46,7,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-046-7.jpg
